GENE_SET,GROUP_ID,SPECIES.CLUSTER,SPECIES,CLUSTER,ENSEMBL,external_gene_name,description
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000020372,Rack1,receptor for activated C kinase 1
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000020430,Pes1,pescadillo ribosomal biogenesis factor 1
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000020464,Pnpt1,polyribonucleotide nucleotidyltransferase 1
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000020534,Shmt1,serine hydroxymethyltransferase 1 (soluble)
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000020706,Ftsj3,FtsJ RNA methyltransferase homolog 3 (E. coli)
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000020850,Prpf8,pre-mRNA processing factor 8
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000020857,Nme2,NME/NM23 nucleoside diphosphate kinase 2
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000020898,Ctc1,CTS telomere maintenance complex component 1
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000020918,Kat2a,K(lysine) acetyltransferase 2A
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000020929,Eftud2,elongation factor Tu GTP binding domain containing 2
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000021018,Polr2h,polymerase (RNA) II (DNA directed) polypeptide H
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000021048,Mthfd1,"methylenetetrahydrofolate dehydrogenase (NADP+ dependent), methenyltetrahydrofolate cyclohydrolase, formyltetrahydrofolate synthase"
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000021115,Vrk1,vaccinia related kinase 1
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000021116,Eif2s1,"eukaryotic translation initiation factor 2, subunit 1 alpha"
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000021175,Cdca7l,cell division cycle associated 7 like
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000021464,Ror2,receptor tyrosine kinase-like orphan receptor 2
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000021595,Nsun2,NOL1/NOP2/Sun domain family member 2
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000021840,Mapk1ip1l,mitogen-activated protein kinase 1 interacting protein 1-like
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000021871,Pnp,purine-nucleoside phosphorylase
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000022247,Brix1,"BRX1, biogenesis of ribosomes"
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000022283,Pabpc1,"poly(A) binding protein, cytoplasmic 1"
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000022322,Shcbp1,Shc SH2-domain binding protein 1
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000022336,Eif3e,"eukaryotic translation initiation factor 3, subunit E"
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000022385,Gtse1,G two S phase expressed protein 1
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000022407,Adsl,adenylosuccinate lyase
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000022437,Samm50,SAMM50 sorting and assembly machinery component
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000022474,Pmm1,phosphomannomutase 1
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000022673,Mcm4,minichromosome maintenance complex component 4
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000022698,Naa50,"N(alpha)-acetyltransferase 50, NatE catalytic subunit"
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000022752,Tomm70a,translocase of outer mitochondrial membrane 70 homolog A (yeast)
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000022814,Umps,uridine monophosphate synthetase
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000022962,Gart,phosphoribosylglycinamide formyltransferase
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000023104,Rfc2,replication factor C (activator 1) 2
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000023852,Chd1,chromodomain helicase DNA binding protein 1
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000023944,Hsp90ab1,"heat shock protein 90 alpha (cytosolic), class B member 1"
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000024067,Dpy30,"dpy-30, histone methyltransferase complex regulatory subunit"
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000024151,Msh2,mutS homolog 2
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000024177,Nme4,NME/NM23 nucleoside diphosphate kinase 4
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000024312,Wdr46,WD repeat domain 46
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000024359,Hspa9,heat shock protein 9
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000024360,Etf1,eukaryotic translation termination factor 1
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000024369,Nelfe,"negative elongation factor complex member E, Rdbp"
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000024556,Me2,"malic enzyme 2, NAD(+)-dependent, mitochondrial"
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000024608,Rps14,ribosomal protein S14
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000024785,Rcl1,RNA terminal phosphate cyclase-like 1
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000024833,Pola2,"polymerase (DNA directed), alpha 2"
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000024844,Banf1,barrier to autointegration factor 1
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000024991,Eif3a,"eukaryotic translation initiation factor 3, subunit A"
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000025001,Hells,"helicase, lymphoid specific"
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000025155,Dus1l,dihydrouridine synthase 1-like (S. cerevisiae)
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000025261,Huwe1,"HECT, UBA and WWE domain containing 1"
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000025290,Rps24,ribosomal protein S24
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000025362,Rps26,ribosomal protein S26
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000025508,Rplp2,"ribosomal protein, large P2"
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000025613,Cct8,"chaperonin containing Tcp1, subunit 8 (theta)"
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000025785,Exosc7,exosome component 7
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000025794,Rpl14,ribosomal protein L14
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000025925,Terf1,telomeric repeat binding factor 1
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000025967,Eef1b2,eukaryotic translation elongation factor 1 beta 2
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000025980,Hspd1,heat shock protein 1 (chaperonin)
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000025995,Wdr75,WD repeat domain 75
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000026020,Nop58,NOP58 ribonucleoprotein
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000026095,Asnsd1,asparagine synthetase domain containing 1
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000026174,Cnot9,"CCR4-NOT transcription complex, subunit 9"
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000026192,Atic,5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000026234,Ncl,nucleolin
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000026281,Dtymk,deoxythymidylate kinase
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000026669,Mcm10,minichromosome maintenance 10 replication initiation factor
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000026917,Wdr5,WD repeat domain 5
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000027018,Hat1,histone aminotransferase 1
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000027108,Ola1,Obg-like ATPase 1
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000027170,Eif3m,"eukaryotic translation initiation factor 3, subunit M"
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000027185,Nat10,N-acetyltransferase 10
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000027323,Rad51,RAD51 recombinase
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000027342,Pcna,proliferating cell nuclear antigen
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000027374,Mrps5,mitochondrial ribosomal protein S5
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000027379,Bub1,"BUB1, mitotic checkpoint serine/threonine kinase"
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000027423,Snx5,sorting nexin 5
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000027496,Aurka,aurora kinase A
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000027510,Rbm38,RNA binding motif protein 38
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000027547,Sall4,sal-like 4 (Drosophila)
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000027752,Exosc8,exosome component 8
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000027787,Nmd3,NMD3 ribosome export adaptor
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000027804,Ppid,peptidylprolyl isomerase D (cyclophilin D)
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000027810,Eif2a,eukaryotic translation initiation factor 2A
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000028010,Gar1,GAR1 ribonucleoprotein
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000028066,Pmf1,polyamine-modulated factor 1
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000028138,Adh5,"alcohol dehydrogenase 5 (class III), chi polypeptide"
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000028234,Rps20,ribosomal protein S20
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000028312,Smc2,structural maintenance of chromosomes 2
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000028433,Ubap2,ubiquitin-associated protein 2
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000028455,Stoml2,stomatin (Epb7.2)-like 2
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000028639,Ybx1,Y box protein 1
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000028693,Nasp,nuclear autoantigenic sperm protein (histone-binding)
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000028741,Mrto4,"mRNA turnover 4, ribosome maturation factor"
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000028792,Ak2,adenylate kinase 2
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000028798,Eif3i,"eukaryotic translation initiation factor 3, subunit I"
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000028800,Hdac1,histone deacetylase 1
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000028809,Srrm1,serine/arginine repetitive matrix 1
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000028936,Rpl22,ribosomal protein L22
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000028953,Abcf2,"ATP-binding cassette, sub-family F (GCN20), member 2"
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000029014,Dnajc2,DnaJ heat shock protein family (Hsp40) member C2
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000029036,Atad3a,"ATPase family, AAA domain containing 3A"
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000029177,Cenpa,centromere protein A
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000029191,Rfc1,replication factor C (activator 1) 1
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000029227,Fip1l1,FIP1 like 1 (S. cerevisiae)
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000029246,Ppat,phosphoribosyl pyrophosphate amidotransferase
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000029247,Paics,"phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoribosylaminoimidazole, succinocarboxamide synthetase"
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000029363,Rfc5,replication factor C (activator 1) 5
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000029591,Ung,uracil DNA glycosylase
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000029686,Cul1,cullin 1
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000029910,Mad2l1,MAD2 mitotic arrest deficient-like 1
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000029911,Ssbp1,single-stranded DNA binding protein 1
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000030138,Bms1,"BMS1, ribosome biogenesis factor"
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000030189,Ybx3,Y box protein 3
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000030357,Fkbp4,FK506 binding protein 4
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000030432,Rpl28,ribosomal protein L28
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000030512,Snrpa1,small nuclear ribonucleoprotein polypeptide A'
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000030609,Aen,apoptosis enhancing nuclease
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000030662,Ipo5,importin 5
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000030744,Rps3,ribosomal protein S3
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000030867,Plk1,polo-like kinase 1
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000030983,Bccip,BRCA2 and CDKN1A interacting protein
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000031245,Hmgn5,high-mobility group nucleosome binding domain 5
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000031320,Rps4x,"ribosomal protein S4, X-linked"
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000031403,Dkc1,"dyskeratosis congenita 1, dyskerin"
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000031546,Gins4,GINS complex subunit 4 (Sld5 homolog)
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000031585,Gtf2e2,"general transcription factor II E, polypeptide 2 (beta subunit)"
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000031672,Got2,"glutamatic-oxaloacetic transaminase 2, mitochondrial"
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000031715,Smarca5,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5"
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000031754,Nudt21,nudix (nucleoside diphosphate linked moiety X)-type motif 21
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000031783,Polr2c,polymerase (RNA) II (DNA directed) polypeptide C
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000031819,Emc8,ER membrane protein complex subunit 8
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000031821,Gins2,GINS complex subunit 2 (Psf2 homolog)
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000031826,Usp10,ubiquitin specific peptidase 10
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000031848,Lsm4,"LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated"
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000031878,Nae1,NEDD8 activating enzyme E1 subunit 1
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000031917,Nip7,"NIP7, nucleolar pre-rRNA processing protein"
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000031928,Mre11a,"MRE11A homolog A, double strand break repair nuclease"
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000031939,Taf1d,"TATA-box binding protein associated factor, RNA polymerase I, D"
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000031948,Kars,lysyl-tRNA synthetase
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000031984,2810004N23Rik,RIKEN cDNA 2810004N23 gene
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000032185,Carm1,coactivator-associated arginine methyltransferase 1
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000032397,Tipin,timeless interacting protein
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000032399,Rpl4,ribosomal protein L4
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000032400,Zwilch,zwilch kinetochore protein
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000032518,Rpsa,ribosomal protein SA
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000032555,Topbp1,topoisomerase (DNA) II binding protein 1
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000032892,Rangrf,RAN guanine nucleotide release factor
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000032939,Nup93,nucleoporin 93
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000033047,Eif3l,"eukaryotic translation initiation factor 3, subunit L"
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000033257,Ttll4,"tubulin tyrosine ligase-like family, member 4"
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000033732,Sf3b3,"splicing factor 3b, subunit 3"
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000033752,Mnd1,meiotic nuclear divisions 1
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000033845,Mrpl15,mitochondrial ribosomal protein L15
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000034024,Cct2,"chaperonin containing Tcp1, subunit 2 (beta)"
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000034192,Lsm3,"LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated"
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000034349,Smc4,structural maintenance of chromosomes 4
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000035351,Nup37,nucleoporin 37
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000035575,Utp6,UTP6 small subunit processome component
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000035726,Supt16,suppressor of Ty 16
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000035960,Apex1,apurinic/apyrimidinic endonuclease 1
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000036030,Prtg,protogenin
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000036112,Metap2,methionine aminopeptidase 2
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000036180,Gatad2a,GATA zinc finger domain containing 2A
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000036371,Serbp1,serpine1 mRNA binding protein 1
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000036550,Cnot1,"CCR4-NOT transcription complex, subunit 1"
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000036678,Aaas,"achalasia, adrenocortical insufficiency, alacrimia"
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000036693,Nop14,NOP14 nucleolar protein
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000036768,Kif15,kinesin family member 15
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000036777,Anln,"anillin, actin binding protein"
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000036781,Rps27l,ribosomal protein S27-like
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000037149,Ddx1,DEAD (Asp-Glu-Ala-Asp) box polypeptide 1
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000037275,Gemin5,gem (nuclear organelle) associated protein 5
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000037278,Tmem97,transmembrane protein 97
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000037805,Rpl10a,ribosomal protein L10A
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000037894,H2afz,"H2A histone family, member Z"
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000038005,Hpf1,histone PARylation factor 1
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000038235,F11r,F11 receptor
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000038279,Nop2,NOP2 nucleolar protein
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000038299,Wdr36,WD repeat domain 36
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000038335,Tsr1,TSR1 20S rRNA accumulation
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000038374,Rbm8a,RNA binding motif protein 8a
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000038759,Nup205,nucleoporin 205
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000038900,Rpl12,ribosomal protein L12
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000038909,Kat7,K(lysine) acetyltransferase 7
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000038975,Rabggtb,"Rab geranylgeranyl transferase, b subunit"
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000039001,Rps21,ribosomal protein S21
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000039055,Eme1,essential meiotic structure-specific endonuclease 1
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000039197,Adk,adenosine kinase
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000039221,Rpl22l1,ribosomal protein L22 like 1
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000039356,Exosc2,exosome component 2
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000039509,Nup133,nucleoporin 133
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000039682,Lap3,leucine aminopeptidase 3
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000039748,Exo1,exonuclease 1
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000040034,Nup43,nucleoporin 43
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000040084,Bub1b,"BUB1B, mitotic checkpoint serine/threonine kinase"
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000040463,Mybbp1a,MYB binding protein (P160) 1a
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000040945,Rcc2,regulator of chromosome condensation 2
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000041057,Wdr43,WD repeat domain 43
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000041360,Pum3,pumilio RNA-binding family member 3
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000041431,Ccnb1,cyclin B1
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000041438,Utp4,UTP4 small subunit processome component
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000041506,Rrp9,"RRP9, small subunit (SSU) processome component, homolog (yeast)"
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000041841,Rpl37,ribosomal protein L37
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000041859,Mcm3,minichromosome maintenance complex component 3
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000042354,Gnl3,guanine nucleotide binding protein-like 3 (nucleolar)
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000042462,Dctpp1,dCTP pyrophosphatase 1
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000043716,Rpl7,ribosomal protein L7
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000044533,Rps2,ribosomal protein S2
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000045128,Rpl18a,ribosomal protein L18A
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000046364,Rpl27a,ribosomal protein L27A
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000046711,Hmga1,high mobility group AT-hook 1
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000046865,Fbl,fibrillarin
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000047215,Rpl9,ribosomal protein L9
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000048007,Timm8a1,translocase of inner mitochondrial membrane 8A1
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000048039,Isg20l2,interferon stimulated exonuclease gene 20-like 2
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000048758,Rpl29,ribosomal protein L29
HQ_TPMRANGE50,GROUP_4,M10,mouse,10,ENSMUSG00000049327,Kmt5a,lysine methyltransferase 5A
